dist angle hit
279 0 1
278 0.0400000000000034 1
295 -0.0799999999999965 0
193 0.0800000000000035 0
277 -0.0399999999999951 1
250 0.0400000000000034 1
246 0.0800000000000035 0
423 0 1
286 -0.239999999999996 0
326 0.0800000000000035 0
233 -0.0399999999999951 1
313 0.0800000000000035 0
279 0.0800000000000035 0
300 0 1
264 0.0400000000000034 1
298 0.320000000000004 0
179 0.0800000000000035 1
375 0.0800000000000035 0
326 -0.0399999999999951 1
360 0.0800000000000035 0
453 0.200000000000004 0
182 -0.0399999999999951 1
236 0 1
241 0 1
219 0 1
431 0.0400000000000034 0
204 -0.0399999999999951 1
327 0 1
243 -0.239999999999996 0
272 0.0800000000000035 0
321 -0.0799999999999965 0
341 -0.0399999999999951 1
275 0.160000000000004 0
166 0.0400000000000034 1
214 0.120000000000004 0
243 0.160000000000004 0
457 -0.0799999999999965 0
318 0.360000000000004 0
188 -0.0799999999999965 0
344 0.0400000000000034 1
223 0 1
259 -0.0799999999999965 0
466 -0.0799999999999965 0
314 0 1
171 -0.119999999999996 0
354 0 1
358 0.640000000000004 0
335 -0.0399999999999951 1
210 0.120000000000004 0
186 -0.0799999999999965 0
330 -0.359999999999996 0
210 -0.119999999999996 0
366 0.0800000000000035 0
428 0 1
206 0.240000000000003 0
348 -0.439999999999997 0
278 0.120000000000004 0
437 0.120000000000004 0
308 0.0400000000000034 1
261 0.120000000000004 0
333 -0.0799999999999965 0
177 0.0400000000000034 1
446 -0.0399999999999951 0
281 -0.159999999999996 0
421 0.0800000000000035 0
412 0.0400000000000034 0
205 -0.239999999999996 0
453 0.0400000000000034 0
344 -0.0799999999999965 0
322 -0.199999999999996 0
402 -0.0399999999999951 0
247 -0.119999999999996 0
294 0 1
356 0 1
247 -0.0399999999999951 1
190 0.200000000000004 0
462 0.240000000000004 0
242 -0.199999999999996 0
277 0.160000000000004 0
261 -0.159999999999996 0
296 0.0400000000000034 1
227 -0.0399999999999951 1
331 0.0400000000000034 1
330 0.0800000000000035 0
348 -0.279999999999997 0
270 0.0800000000000035 0
450 0.0400000000000034 0
289 0.280000000000004 0
449 0.600000000000004 0
414 -0.479999999999997 0
471 0 1
417 0.200000000000004 0
181 -0.639999999999997 0
344 0.160000000000004 0
441 -0.199999999999996 0
169 -0.319999999999997 0
350 0.640000000000004 0
168 -0.119999999999996 0
200 0.240000000000003 0
305 0.160000000000004 0
256 -0.679999999999997 0
250 0.0400000000000034 1
451 -0.0799999999999965 0
261 0 1
437 0.280000000000004 0
442 -0.0799999999999965 0
255 0.360000000000004 0
294 0 1
425 0.120000000000004 0
335 -0.0799999999999965 0
435 0.0400000000000034 0
279 0.0800000000000035 0
195 0.240000000000004 0
462 -0.0399999999999951 0
226 0.200000000000004 0
239 0.120000000000004 0
437 0.120000000000004 0
229 0 1
463 0.0400000000000034 0
375 0.0400000000000034 0
398 -0.199999999999997 0
254 0 1
261 0.160000000000004 0
185 0.0800000000000035 0
192 0.0400000000000034 1
395 0.0400000000000034 0
172 -0.279999999999997 0
313 0.0800000000000035 0
340 0 1
241 0 1
469 0.120000000000004 0
393 0.120000000000004 0
439 0 1
264 -0.0399999999999951 1
465 -0.0799999999999965 0
169 0.0400000000000034 1
197 -0.119999999999996 0
345 0.0800000000000035 0
275 0.160000000000004 0
195 0 1
429 0.0800000000000035 0
182 0.0800000000000035 1
447 -0.0399999999999951 0
171 0.0400000000000034 1
367 -0.199999999999997 0
378 0.200000000000004 0
463 0 1
349 0.0400000000000034 1
408 0.0800000000000035 0
167 0.120000000000004 0
220 -0.239999999999997 0
344 0.120000000000004 0
222 0.240000000000004 0
224 -0.239999999999996 0
417 -0.119999999999996 0
284 0.680000000000004 0
326 -0.599999999999997 0
387 -0.719999999999997 0
472 -0.119999999999996 0
221 0.280000000000004 0
167 -0.0399999999999951 1
231 -0.319999999999997 0
413 -0.159999999999996 0
396 -0.0799999999999965 0
233 0.320000000000004 0
188 -0.159999999999996 0
311 -0.359999999999996 0
204 -0.319999999999997 0
398 -0.0799999999999965 0
355 -0.719999999999997 0
243 -0.159999999999997 0
288 0.0800000000000035 0
404 -0.119999999999996 0
345 0.200000000000004 0
216 -0.119999999999996 0
219 -0.0399999999999951 1
474 -0.559999999999997 0
380 0.160000000000004 0
400 -0.279999999999996 0
229 0.120000000000004 0
310 -0.159999999999996 0
389 -0.159999999999996 0
332 -0.159999999999996 0
338 -0.239999999999996 0
241 -0.0399999999999951 1
381 0.200000000000004 0
209 -0.479999999999997 0
409 0.480000000000004 0
240 -0.239999999999996 0
229 0.120000000000004 0
449 -0.0799999999999965 0
378 0 1
377 0.440000000000004 0
336 0.0400000000000034 1
339 -0.159999999999996 0
282 -0.119999999999996 0
457 0 1
315 -0.119999999999996 0
370 0.0400000000000034 1
318 0 1
203 0.0400000000000034 1
332 -0.159999999999997 0
226 0.200000000000004 0
245 0.120000000000004 0
211 -0.279999999999997 0
411 -0.0399999999999951 0
324 0.200000000000004 0
420 0.280000000000004 0
169 -0.639999999999997 0
341 0.360000000000004 0
338 0.360000000000004 0
409 -0.679999999999997 0
376 0 1
172 0.0400000000000034 1
259 0 1
191 -0.199999999999997 0
453 0.160000000000004 0
342 0.120000000000004 0
325 0.120000000000004 0
430 0.0400000000000034 0
193 0.0400000000000034 1
235 0.0400000000000034 1
229 0.120000000000004 0
324 0.0800000000000035 0
222 0 1
347 0 1
237 0.0400000000000034 1
300 0.0400000000000034 1
180 0.0800000000000035 1
398 -0.119999999999996 0
262 -0.199999999999997 0
402 0.320000000000004 0
218 0.0800000000000035 0
423 0.0400000000000034 0
198 0 1
328 -0.119999999999996 0
234 0 1
401 0.0800000000000035 0
281 0.0800000000000035 0
282 0.0800000000000035 0
395 0.0400000000000034 0
265 -0.199999999999996 0
454 0.0800000000000035 0
191 -0.0399999999999951 1
324 0.0400000000000034 1
229 0.0400000000000034 1
334 -0.0399999999999951 1
172 0.0800000000000035 1
209 -0.119999999999996 0
419 0.0400000000000034 0
454 0.120000000000004 0
410 0 1
332 0 1
416 0 1
245 -0.0799999999999965 0
279 0.120000000000004 0
288 -0.0799999999999965 0
189 -0.159999999999996 0
224 -0.0399999999999951 1
213 0.0800000000000035 0
307 -0.119999999999996 0
296 0.0400000000000034 1
407 -0.0799999999999965 0
424 0.120000000000004 0
294 0 1
336 0.0400000000000034 1
175 0.0400000000000034 1
202 0 1
334 -0.0399999999999951 1
371 0.0800000000000035 0
388 0.0400000000000034 0
167 0.0800000000000035 1
397 0.0400000000000034 0
266 0.0800000000000035 0
261 -0.119999999999996 0
293 0 1
283 0.0400000000000034 1
180 -0.0399999999999951 1
350 -0.0399999999999951 1
461 -0.0799999999999965 0
408 0 1
197 0 1
456 -0.0799999999999965 0
436 0.160000000000004 0
198 -0.0799999999999965 0
236 0.0800000000000035 0
249 0 1
379 0.0800000000000035 0
378 0.0400000000000034 0
228 0.0400000000000034 1
267 0 1
280 -0.0799999999999965 0
252 0.0400000000000034 1
374 -0.0399999999999951 0
180 -0.0399999999999951 1
184 0.0400000000000034 1
231 0.0400000000000034 1
341 0.0800000000000035 0
404 0.120000000000004 0
223 -0.0399999999999951 1
246 -0.0799999999999965 0
207 0.320000000000004 0
235 -0.0399999999999951 1
265 -0.0399999999999951 1
224 0.120000000000004 0
437 -0.119999999999996 0
360 0.0400000000000034 1
169 0 1
213 0 1
270 0.120000000000004 0
472 -0.0399999999999951 0
475 -0.0799999999999965 0
440 0.0400000000000034 0
181 -0.0399999999999951 1
228 0.0800000000000035 0
278 -0.0799999999999965 0
394 -0.0399999999999951 0
271 0 1
459 -0.0399999999999951 0
454 -0.0399999999999951 0
258 0.0400000000000034 1
430 -0.0799999999999965 0
221 0.120000000000004 0
438 -0.0399999999999951 0
311 -0.0399999999999951 1
206 0.0400000000000034 1
354 0.0800000000000035 0
271 0.0400000000000034 1
472 -0.0799999999999965 0
405 0.0400000000000034 0
368 0.0800000000000035 0
283 0 1
256 0.0800000000000035 0
195 0 1
330 0.0800000000000035 0
230 0 1
419 -0.0399999999999951 0
375 0 1
192 0.0400000000000034 1
327 0 1
166 0.0400000000000034 1
271 0.0400000000000034 1
383 0 1
329 -0.0399999999999951 1
413 0 1
192 0 1
206 0.0400000000000034 1
184 0.0400000000000034 1
407 0.0400000000000034 0
174 0 1
405 -0.0799999999999965 0
247 0 1
426 0 1
221 0.0400000000000034 1
258 0.0400000000000034 1
405 -0.0799999999999965 0
205 -0.0399999999999951 1
238 0 1
248 0 1
330 -0.0799999999999965 0
201 -0.0399999999999951 1
254 0 1
188 0 1
294 0.0800000000000035 0
195 0.0400000000000034 1
343 0 1
355 0.0400000000000034 1
230 0 1
264 -0.0399999999999951 1
256 0 1
218 0.0400000000000034 1
363 0.0800000000000035 0
223 0.0800000000000035 0
423 -0.0799999999999965 0
166 -0.0799999999999965 1
459 0.0400000000000034 0
202 0.0800000000000035 0
284 -0.0399999999999951 1
440 0.120000000000004 0
365 -0.159999999999997 0
399 -0.0799999999999965 0
414 -0.0399999999999951 0
174 0.0800000000000035 1
250 -0.0399999999999951 1
263 0 1
310 0.120000000000004 0
