dist angle hit
474 -0.0899999999999701 0
225 -0.0899999999999677 0
311 0.210000000000033 0
269 -0.0899999999999652 0
187 -0.0599999999999644 1
430 0.0600000000000385 0
326 0.0300000000000361 1
195 0 1
274 0.0900000000000405 0
468 -0.0299999999999584 1
271 0.0300000000000435 1
279 -0.029999999999951 1
415 0.0300000000000472 1
468 -0.0299999999999473 1
174 0.0900000000000504 0
281 -0.0899999999999467 0
471 0.0600000000000551 0
220 0.0300000000000583 1
218 -0.0299999999999399 1
471 -0.0599999999999404 0
275 0 1
